filename,glide_source_path,copied_to
THE LEGEND OF ZELDA#4E26D789#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#4E26D789#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#4E26D789#4#0_all.png
THE LEGEND OF ZELDA#6F49DA4D#0#3_all.png,/wip/glide/THE LEGEND OF ZELDA#6F49DA4D#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#6F49DA4D#0#3_all.png
THE LEGEND OF ZELDA#5DA803A6#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#5DA803A6#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#5DA803A6#4#0_all.png
THE LEGEND OF ZELDA#C7FEDFB9#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#C7FEDFB9#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C7FEDFB9#0#2_all.png
THE LEGEND OF ZELDA#53A90E91#2#1#9940972C_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#53A90E91#2#1#9940972C_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#53A90E91#2#1#9940972C_ciByRGBA.png
THE LEGEND OF ZELDA#93691A1D#2#0#1659040E_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#93691A1D#2#0#1659040E_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#93691A1D#2#0#1659040E_ciByRGBA.png
THE LEGEND OF ZELDA#3D8D9019#3#1_all.png,/wip/glide/THE LEGEND OF ZELDA#3D8D9019#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#3D8D9019#3#1_all.png
THE LEGEND OF ZELDA#E6EBCF64#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#E6EBCF64#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#E6EBCF64#4#0_all.png
THE LEGEND OF ZELDA#7E08C0DB#2#1#95692F6D_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#7E08C0DB#2#1#95692F6D_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#7E08C0DB#2#1#95692F6D_ciByRGBA.png
THE LEGEND OF ZELDA#1F4BC947#2#1#6F4403A9_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#1F4BC947#2#1#6F4403A9_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#1F4BC947#2#1#6F4403A9_ciByRGBA.png
THE LEGEND OF ZELDA#72CA60DD#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#72CA60DD#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#72CA60DD#0#2_all.png
THE LEGEND OF ZELDA#A1376775#2#1#BBE5E32B_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#A1376775#2#1#BBE5E32B_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#A1376775#2#1#BBE5E32B_ciByRGBA.png
THE LEGEND OF ZELDA#BE526EF9#2#1#F6AD9A72_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#BE526EF9#2#1#F6AD9A72_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#BE526EF9#2#1#F6AD9A72_ciByRGBA.png
THE LEGEND OF ZELDA#56BB5AD9#2#1#AC165BDB_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#56BB5AD9#2#1#AC165BDB_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#56BB5AD9#2#1#AC165BDB_ciByRGBA.png
THE LEGEND OF ZELDA#42A563CA#2#1#1AE96D99_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#42A563CA#2#1#1AE96D99_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#42A563CA#2#1#1AE96D99_ciByRGBA.png
THE LEGEND OF ZELDA#D50FADA1#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#D50FADA1#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#D50FADA1#0#2_all.png
THE LEGEND OF ZELDA#4B515931#2#1#6499CA45_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#4B515931#2#1#6499CA45_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#4B515931#2#1#6499CA45_ciByRGBA.png
THE LEGEND OF ZELDA#1658CC05#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#1658CC05#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#1658CC05#0#2_all.png
THE LEGEND OF ZELDA#7B262DD6#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#7B262DD6#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#7B262DD6#0#2_all.png
THE LEGEND OF ZELDA#0290AA73#2#1#5C6C0531_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#0290AA73#2#1#5C6C0531_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#0290AA73#2#1#5C6C0531_ciByRGBA.png
THE LEGEND OF ZELDA#A1EAA0A9#3#0_all.png,/wip/glide/THE LEGEND OF ZELDA#A1EAA0A9#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#A1EAA0A9#3#0_all.png
THE LEGEND OF ZELDA#2CF72BDC#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#2CF72BDC#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#2CF72BDC#4#0_all.png
THE LEGEND OF ZELDA#27C1C70C#2#1#CA48F00B_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#27C1C70C#2#1#CA48F00B_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#27C1C70C#2#1#CA48F00B_ciByRGBA.png
THE LEGEND OF ZELDA#A4790074#3#0_all.png,/wip/glide/THE LEGEND OF ZELDA#A4790074#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#A4790074#3#0_all.png
THE LEGEND OF ZELDA#3C4F5D10#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#3C4F5D10#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#3C4F5D10#4#0_all.png
THE LEGEND OF ZELDA#DA11EFFF#2#1#46523092_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#DA11EFFF#2#1#46523092_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#DA11EFFF#2#1#46523092_ciByRGBA.png
THE LEGEND OF ZELDA#54FA744F#2#1#0ADEBD92_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#54FA744F#2#1#0ADEBD92_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#54FA744F#2#1#0ADEBD92_ciByRGBA.png
THE LEGEND OF ZELDA#8F118F61#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#8F118F61#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#8F118F61#4#0_all.png
THE LEGEND OF ZELDA#8E77D591#2#1#9727F2D7_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#8E77D591#2#1#9727F2D7_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#8E77D591#2#1#9727F2D7_ciByRGBA.png
THE LEGEND OF ZELDA#F26FB565#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#F26FB565#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#F26FB565#0#2_all.png
THE LEGEND OF ZELDA#9DD6A964#2#1#68EF487C_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#9DD6A964#2#1#68EF487C_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#9DD6A964#2#1#68EF487C_ciByRGBA.png
THE LEGEND OF ZELDA#D52CFE4F#0#3_all.png,/wip/glide/THE LEGEND OF ZELDA#D52CFE4F#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#D52CFE4F#0#3_all.png
THE LEGEND OF ZELDA#F2CA2F3E#2#1#D94E8319_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#F2CA2F3E#2#1#D94E8319_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#F2CA2F3E#2#1#D94E8319_ciByRGBA.png
THE LEGEND OF ZELDA#586953D8#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#586953D8#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#586953D8#4#0_all.png
THE LEGEND OF ZELDA#4D72192A#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#4D72192A#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#4D72192A#4#0_all.png
THE LEGEND OF ZELDA#9A1BB35B#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#9A1BB35B#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#9A1BB35B#4#0_all.png
THE LEGEND OF ZELDA#C3D0480B#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#C3D0480B#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C3D0480B#0#2_all.png
THE LEGEND OF ZELDA#8DE79ACE#2#1#BEB38047_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#8DE79ACE#2#1#BEB38047_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#8DE79ACE#2#1#BEB38047_ciByRGBA.png
THE LEGEND OF ZELDA#9CBF3FF5#0#3_all.png,/wip/glide/THE LEGEND OF ZELDA#9CBF3FF5#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#9CBF3FF5#0#3_all.png
THE LEGEND OF ZELDA#3C2DCD8C#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#3C2DCD8C#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#3C2DCD8C#0#2_all.png
THE LEGEND OF ZELDA#92F79B18#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#92F79B18#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#92F79B18#0#2_all.png
THE LEGEND OF ZELDA#E32DE20D#2#1#678C6E49_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#E32DE20D#2#1#678C6E49_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#E32DE20D#2#1#678C6E49_ciByRGBA.png
THE LEGEND OF ZELDA#42815275#2#1#27070E06_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#42815275#2#1#27070E06_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#42815275#2#1#27070E06_ciByRGBA.png
THE LEGEND OF ZELDA#8A007836#2#1#EA0EA281_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#8A007836#2#1#EA0EA281_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#8A007836#2#1#EA0EA281_ciByRGBA.png
THE LEGEND OF ZELDA#7123263B#3#1_all.png,/wip/glide/THE LEGEND OF ZELDA#7123263B#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#7123263B#3#1_all.png
THE LEGEND OF ZELDA#43D97E7B#3#2_all.png,/wip/glide/THE LEGEND OF ZELDA#43D97E7B#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#43D97E7B#3#2_all.png
THE LEGEND OF ZELDA#BCF36A0A#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#BCF36A0A#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#BCF36A0A#4#0_all.png
THE LEGEND OF ZELDA#AD592D60#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#AD592D60#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#AD592D60#4#0_all.png
THE LEGEND OF ZELDA#0BBA1D0B#3#2_all.png,/wip/glide/THE LEGEND OF ZELDA#0BBA1D0B#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#0BBA1D0B#3#2_all.png
THE LEGEND OF ZELDA#F906EA1B#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#F906EA1B#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#F906EA1B#0#2_all.png
THE LEGEND OF ZELDA#2C7A1944#3#0_all.png,/wip/glide/THE LEGEND OF ZELDA#2C7A1944#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#2C7A1944#3#0_all.png
THE LEGEND OF ZELDA#78CD01EA#2#1#045EE0C6_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#78CD01EA#2#1#045EE0C6_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#78CD01EA#2#1#045EE0C6_ciByRGBA.png
THE LEGEND OF ZELDA#D0BD6B6F#3#0_all.png,/wip/glide/THE LEGEND OF ZELDA#D0BD6B6F#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#D0BD6B6F#3#0_all.png
THE LEGEND OF ZELDA#86C9CF21#2#1#71C95726_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#86C9CF21#2#1#71C95726_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#86C9CF21#2#1#71C95726_ciByRGBA.png
THE LEGEND OF ZELDA#B441401C#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#B441401C#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#B441401C#4#0_all.png
THE LEGEND OF ZELDA#18C63282#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#18C63282#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#18C63282#4#0_all.png
THE LEGEND OF ZELDA#16CBC775#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#16CBC775#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#16CBC775#0#2_all.png
THE LEGEND OF ZELDA#AEE12787#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#AEE12787#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#AEE12787#0#2_all.png
THE LEGEND OF ZELDA#13490C72#2#1#5A98254F_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#13490C72#2#1#5A98254F_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#13490C72#2#1#5A98254F_ciByRGBA.png
THE LEGEND OF ZELDA#F2E161EA#2#1#F1617AF0_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#F2E161EA#2#1#F1617AF0_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#F2E161EA#2#1#F1617AF0_ciByRGBA.png
THE LEGEND OF ZELDA#F7A1F91E#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#F7A1F91E#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#F7A1F91E#4#0_all.png
THE LEGEND OF ZELDA#390CED3F#2#1#4B244EAB_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#390CED3F#2#1#4B244EAB_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#390CED3F#2#1#4B244EAB_ciByRGBA.png
THE LEGEND OF ZELDA#C216CCA2#3#1_all.png,/wip/glide/THE LEGEND OF ZELDA#C216CCA2#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#C216CCA2#3#1_all.png
THE LEGEND OF ZELDA#90AB72DA#4#1_all.png,/wip/glide/THE LEGEND OF ZELDA#90AB72DA#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#90AB72DA#4#1_all.png
THE LEGEND OF ZELDA#5266BFAF#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#5266BFAF#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#5266BFAF#4#0_all.png
THE LEGEND OF ZELDA#EBB4B0F3#2#1#5670B7C8_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#EBB4B0F3#2#1#5670B7C8_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#EBB4B0F3#2#1#5670B7C8_ciByRGBA.png
THE LEGEND OF ZELDA#4DF5A9B3#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#4DF5A9B3#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4DF5A9B3#0#2_all.png
THE LEGEND OF ZELDA#C6E65323#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#C6E65323#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C6E65323#0#2_all.png
THE LEGEND OF ZELDA#FA7B318A#3#1_all.png,/wip/glide/THE LEGEND OF ZELDA#FA7B318A#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#FA7B318A#3#1_all.png
THE LEGEND OF ZELDA#CF4C9E54#2#1#3D0FC4E0_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#CF4C9E54#2#1#3D0FC4E0_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#CF4C9E54#2#1#3D0FC4E0_ciByRGBA.png
THE LEGEND OF ZELDA#BA8D30DD#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#BA8D30DD#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#BA8D30DD#4#0_all.png
THE LEGEND OF ZELDA#E07D54C0#2#1#B1EE1DD2_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#E07D54C0#2#1#B1EE1DD2_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#E07D54C0#2#1#B1EE1DD2_ciByRGBA.png
THE LEGEND OF ZELDA#981D9166#2#1#D103EA6E_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#981D9166#2#1#D103EA6E_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#981D9166#2#1#D103EA6E_ciByRGBA.png
THE LEGEND OF ZELDA#768CFD8A#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#768CFD8A#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#768CFD8A#4#0_all.png
THE LEGEND OF ZELDA#6FF136DE#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#6FF136DE#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#6FF136DE#0#2_all.png
THE LEGEND OF ZELDA#29123B15#2#1#1E5AE289_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#29123B15#2#1#1E5AE289_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#29123B15#2#1#1E5AE289_ciByRGBA.png
THE LEGEND OF ZELDA#4AAF5A7F#3#2_all.png,/wip/glide/THE LEGEND OF ZELDA#4AAF5A7F#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4AAF5A7F#3#2_all.png
THE LEGEND OF ZELDA#6816C8EB#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#6816C8EB#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#6816C8EB#0#2_all.png
THE LEGEND OF ZELDA#E0DA017B#3#1_all.png,/wip/glide/THE LEGEND OF ZELDA#E0DA017B#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#E0DA017B#3#1_all.png
THE LEGEND OF ZELDA#6662FE70#2#1#E7694B6C_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#6662FE70#2#1#E7694B6C_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#6662FE70#2#1#E7694B6C_ciByRGBA.png
THE LEGEND OF ZELDA#E275D849#4#1_all.png,/wip/glide/THE LEGEND OF ZELDA#E275D849#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#E275D849#4#1_all.png
THE LEGEND OF ZELDA#BDEE7795#2#1#274E88BC_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#BDEE7795#2#1#274E88BC_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#BDEE7795#2#1#274E88BC_ciByRGBA.png
THE LEGEND OF ZELDA#9BE24BF7#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#9BE24BF7#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#9BE24BF7#0#2_all.png
THE LEGEND OF ZELDA#4C4E9927#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#4C4E9927#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4C4E9927#0#2_all.png
THE LEGEND OF ZELDA#92DFA67D#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#92DFA67D#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#92DFA67D#4#0_all.png
THE LEGEND OF ZELDA#8D06BD04#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#8D06BD04#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#8D06BD04#0#2_all.png
THE LEGEND OF ZELDA#CD79252D#2#1#C64F993C_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#CD79252D#2#1#C64F993C_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#CD79252D#2#1#C64F993C_ciByRGBA.png
THE LEGEND OF ZELDA#B0227970#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#B0227970#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#B0227970#4#0_all.png
THE LEGEND OF ZELDA#59745D01#2#1#4C5B2160_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#59745D01#2#1#4C5B2160_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#59745D01#2#1#4C5B2160_ciByRGBA.png
THE LEGEND OF ZELDA#8D30266D#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#8D30266D#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#8D30266D#4#0_all.png
THE LEGEND OF ZELDA#388C276A#0#3_all.png,/wip/glide/THE LEGEND OF ZELDA#388C276A#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#388C276A#0#3_all.png
THE LEGEND OF ZELDA#67FA841C#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#67FA841C#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#67FA841C#0#2_all.png
THE LEGEND OF ZELDA#CE263B04#2#1#498988CD_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#CE263B04#2#1#498988CD_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#CE263B04#2#1#498988CD_ciByRGBA.png
THE LEGEND OF ZELDA#1DB034F0#0#3_all.png,/wip/glide/THE LEGEND OF ZELDA#1DB034F0#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#1DB034F0#0#3_all.png
THE LEGEND OF ZELDA#FD587F05#3#2_all.png,/wip/glide/THE LEGEND OF ZELDA#FD587F05#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#FD587F05#3#2_all.png
THE LEGEND OF ZELDA#3D83FFAB#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#3D83FFAB#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#3D83FFAB#0#2_all.png
THE LEGEND OF ZELDA#CDE66E7D#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#CDE66E7D#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#CDE66E7D#0#2_all.png
THE LEGEND OF ZELDA#F7671580#2#1#C6BEADEE_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#F7671580#2#1#C6BEADEE_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#F7671580#2#1#C6BEADEE_ciByRGBA.png
THE LEGEND OF ZELDA#7E452212#3#0_all.png,/wip/glide/THE LEGEND OF ZELDA#7E452212#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#7E452212#3#0_all.png
THE LEGEND OF ZELDA#F2CA2F3E#2#1#9727F2D7_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#F2CA2F3E#2#1#9727F2D7_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#F2CA2F3E#2#1#9727F2D7_ciByRGBA.png
THE LEGEND OF ZELDA#387BBFFD#2#1#EC9202D9_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#387BBFFD#2#1#EC9202D9_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#387BBFFD#2#1#EC9202D9_ciByRGBA.png
THE LEGEND OF ZELDA#DFF13212#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#DFF13212#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#DFF13212#0#2_all.png
THE LEGEND OF ZELDA#3FAAA6FA#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#3FAAA6FA#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#3FAAA6FA#4#0_all.png
THE LEGEND OF ZELDA#4D19F137#2#1#1611675F_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#4D19F137#2#1#1611675F_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#4D19F137#2#1#1611675F_ciByRGBA.png
THE LEGEND OF ZELDA#EA50CD65#2#1#D9F9CEB6_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#EA50CD65#2#1#D9F9CEB6_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#EA50CD65#2#1#D9F9CEB6_ciByRGBA.png
THE LEGEND OF ZELDA#2316A8A1#3#0_all.png,/wip/glide/THE LEGEND OF ZELDA#2316A8A1#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#2316A8A1#3#0_all.png
THE LEGEND OF ZELDA#2AFD3BB8#3#2_all.png,/wip/glide/THE LEGEND OF ZELDA#2AFD3BB8#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#2AFD3BB8#3#2_all.png
THE LEGEND OF ZELDA#59901098#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#59901098#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#59901098#0#2_all.png
THE LEGEND OF ZELDA#413439E5#3#0_all.png,/wip/glide/THE LEGEND OF ZELDA#413439E5#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#413439E5#3#0_all.png
THE LEGEND OF ZELDA#37525F45#0#2_all.png,/wip/glide/THE LEGEND OF ZELDA#37525F45#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#37525F45#0#2_all.png
THE LEGEND OF ZELDA#C74B25D9#2#1#658AF358_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#C74B25D9#2#1#658AF358_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#C74B25D9#2#1#658AF358_ciByRGBA.png
THE LEGEND OF ZELDA#4C76BF25#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#4C76BF25#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#4C76BF25#4#0_all.png
THE LEGEND OF ZELDA#9598B180#2#1#D69B7DF3_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#9598B180#2#1#D69B7DF3_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#9598B180#2#1#D69B7DF3_ciByRGBA.png
THE LEGEND OF ZELDA#D5B06915#3#1_all.png,/wip/glide/THE LEGEND OF ZELDA#D5B06915#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#D5B06915#3#1_all.png
THE LEGEND OF ZELDA#A5C8F957#2#1#EE1B9311_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#A5C8F957#2#1#EE1B9311_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#A5C8F957#2#1#EE1B9311_ciByRGBA.png
THE LEGEND OF ZELDA#330FFDFC#3#1_all.png,/wip/glide/THE LEGEND OF ZELDA#330FFDFC#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#330FFDFC#3#1_all.png
THE LEGEND OF ZELDA#A5D550C9#4#0_all.png,/wip/glide/THE LEGEND OF ZELDA#A5D550C9#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#A5D550C9#4#0_all.png
THE LEGEND OF ZELDA#EED98ECB#2#1#7C498203_ciByRGBA.png,/wip/glide/THE LEGEND OF ZELDA#EED98ECB#2#1#7C498203_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#EED98ECB#2#1#7C498203_ciByRGBA.png
