glide_file,glide_path,glide_hash,glide_width,glide_height,ng_path,ng_hash,ng_width,ng_height,hamming_distance
THE LEGEND OF ZELDA#D52CFE4F#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#D52CFE4F#0#3_all.png,959732604fad895b,256,256,textures/icon_item_static/gItemIconDekuStickTex.png,949732624fad895b,256,256,2
THE LEGEND OF ZELDA#586953D8#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#586953D8#4#0_all.png,b649b6b449a5b24d,384,340,textures/map_i_static/gShadowTempleRoom8Basement2MinimapTex.png,b649b6b449a5b24d,384,340,0
THE LEGEND OF ZELDA#F26FB565#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#F26FB565#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#9A1BB35B#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#9A1BB35B#4#0_all.png,9a69649239cf671c,128,128,textures/kanji/gMsgKanji8281LowercaseATex.png,9a69649239cf671c,128,128,0
THE LEGEND OF ZELDA#3C2DCD8C#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#3C2DCD8C#0#2_all.png,9acc45e365e4c693,64,256,objects/object_peehat/gPeehatWingTex.png,9acc45e365e4c693,64,256,0
THE LEGEND OF ZELDA#8DE79ACE#2#1#BEB38047_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#8DE79ACE#2#1#BEB38047_ciByRGBA.png,a14c9b34795325af,256,256,scenes/shared/ganon_sonogo_scene/ganon_sonogo_room_3Tex_003A38.png,a14c9b34795325af,256,256,0
THE LEGEND OF ZELDA#92F79B18#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#92F79B18#0#2_all.png,85f26c468899763f,256,256,scenes/shared/spot20_scene/spot20_sceneTex_00D9E0.png,85f26c468899763f,256,256,0
THE LEGEND OF ZELDA#42815275#2#1#27070E06_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#42815275#2#1#27070E06_ciByRGBA.png,ba60c58f96b0c96b,256,256,objects/object_ru1/gRutoChildEyeRollLeftTex.png,ba60c58f96b0c96b,256,256,0
THE LEGEND OF ZELDA#9CBF3FF5#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#9CBF3FF5#0#3_all.png,919e24e51e3b631e,256,256,textures/icon_item_static/gItemIconBowIceTex.png,919c64e51e3b631e,256,256,2
THE LEGEND OF ZELDA#C3D0480B#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C3D0480B#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#7123263B#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#7123263B#3#1_all.png,bdf8c285c2d52a96,256,256,textures/parameter_static/gEquippedItemOutlineTex.png,bdf8c285c2d52a96,256,256,0
THE LEGEND OF ZELDA#43D97E7B#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#43D97E7B#3#2_all.png,cf4ff0980e27a1ac,256,256,objects/object_fr/object_fr_Tex_0065A0.png,cf4ff0980a27a1ec,256,256,2
THE LEGEND OF ZELDA#0BBA1D0B#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#0BBA1D0B#3#2_all.png,bf40003f7ffbc088,288,448,textures/title_static/gFileSelFileInfoBox1Tex.png,bf40003f6fffc088,288,448,2
THE LEGEND OF ZELDA#B441401C#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#B441401C#4#0_all.png,c73869b6c6cb242d,128,128,textures/kanji/gMsgKanji8290LowercasePTex.png,c73869b6c6cb242d,128,128,0
THE LEGEND OF ZELDA#AD592D60#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#AD592D60#4#0_all.png,bf2d5b5648622c39,256,512,objects/object_toki_objects/object_toki_objects_Tex_0045C0.png,bf2d5b5648622c39,256,512,0
THE LEGEND OF ZELDA#D0BD6B6F#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#D0BD6B6F#3#0_all.png,cbc1319e9c389b65,1024,128,textures/item_name_static/gBombchuItemNameENGTex.png,cbc1319e9c389b65,1024,128,0
THE LEGEND OF ZELDA#2C7A1944#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#2C7A1944#3#0_all.png,963025cf1c6b7acc,384,680,textures/map_grand_static/gDeathMountainTrailMinimapTex.png,963025cf1c6b7acc,384,680,0
THE LEGEND OF ZELDA#AEE12787#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#AEE12787#0#2_all.png,804b7f6b3630695e,128,128,scenes/shared/nakaniwa_scene/nakaniwa_room_0Tex_008418.png,804b7f6b3630695e,128,128,0
THE LEGEND OF ZELDA#78CD01EA#2#1#045EE0C6_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#78CD01EA#2#1#045EE0C6_ciByRGBA.png,a76b9014ec2cb575,256,512,scenes/mq/ddan_scene/ddan_room_1Tex_004F70.png,a76b9014ec2cb575,256,512,0
THE LEGEND OF ZELDA#F2E161EA#2#1#F1617AF0_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#F2E161EA#2#1#F1617AF0_ciByRGBA.png,f3e14072a51f990f,128,128,objects/object_link_child/gLinkChildGerudoMaskHairTex.png,f3e1407aa51b990f,128,128,2
THE LEGEND OF ZELDA#13490C72#2#1#5A98254F_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#13490C72#2#1#5A98254F_ciByRGBA.png,ec7393dd2c263388,256,256,scenes/shared/jyasinboss_scene/jyasinboss_room_3Tex_005300.png,ec7393dd2c223389,256,256,2
THE LEGEND OF ZELDA#18C63282#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#18C63282#4#0_all.png,906b4fb48b74b364,384,340,textures/map_i_static/gDodongosCavernRoom6MinimapTex.png,906b4fb48b74b364,384,340,0
THE LEGEND OF ZELDA#16CBC775#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#16CBC775#0#2_all.png,8d9bc3387847354b,256,256,objects/object_po_field/object_po_fieldTex_002870.png,8d9bc3387847354b,256,256,0
THE LEGEND OF ZELDA#90AB72DA#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#90AB72DA#4#1_all.png,87e77ab8788070bc,128,256,objects/gameplay_keep/gLinkTunic2Tex.png,87e77ab8788070bc,128,256,0
THE LEGEND OF ZELDA#F7A1F91E#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#F7A1F91E#4#0_all.png,b5b092b8b9952cce,256,256,scenes/mq/Bmori1_scene/Bmori1_room_0Tex_0064F8.png,b5b092b8b9952cce,512,512,0
THE LEGEND OF ZELDA#C216CCA2#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#C216CCA2#3#1_all.png,dafc27cd4003d837,1024,128,textures/title_static/gFileSelFileErasedGERTex.png,dafc27cd4003d837,1024,128,0
THE LEGEND OF ZELDA#CF4C9E54#2#1#3D0FC4E0_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#CF4C9E54#2#1#3D0FC4E0_ciByRGBA.png,b66dc9c30e9895e4,64,128,objects/object_gla/gGerudoPurpleEarTex.png,b66dc9c30e9895e4,64,128,0
THE LEGEND OF ZELDA#4DF5A9B3#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4DF5A9B3#0#2_all.png,95ed6a930d8499ba,256,128,scenes/shared/spot03_scene/spot03_room_0Tex_00ABB0.png,95ed6a930d8499ba,256,128,0
THE LEGEND OF ZELDA#FA7B318A#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#FA7B318A#3#1_all.png,d29f2de04360dc2f,1024,128,textures/title_static/gFileSelCopyWhichFileENGTex.png,d29f2de04360dc2f,1024,128,0
THE LEGEND OF ZELDA#981D9166#2#1#D103EA6E_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#981D9166#2#1#D103EA6E_ciByRGBA.png,f843a74f64f0a750,128,256,scenes/shared/spot01_scene/spot01_sceneTex_01BF50.png,f843a74f64f0a750,128,256,0
THE LEGEND OF ZELDA#768CFD8A#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#768CFD8A#4#0_all.png,e4f0398e0f07c733,128,128,textures/nes_font_static/gMsgChar68LatinSmallLetterHTex.png,e4f0398e0f07c733,128,128,0
THE LEGEND OF ZELDA#C6E65323#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C6E65323#0#2_all.png,81a17ac4799f64d9,512,256,scenes/shared/tokinoma_scene/tokinoma_room_0Tex_00C1D8.png,81a17ac4799f64d9,512,256,0
THE LEGEND OF ZELDA#E275D849#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#E275D849#4#1_all.png,9993664c6963d8b3,64,128,textures/parameter_static/gCounterDigit1Tex.png,9993664c6963d8b3,64,128,0
THE LEGEND OF ZELDA#4AAF5A7F#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4AAF5A7F#3#2_all.png,daedd2edd2e080e0,384,256,textures/title_static/gFileSelWindow12Tex.png,daedd2edd2e080e0,384,256,0
THE LEGEND OF ZELDA#E0DA017B#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#E0DA017B#3#1_all.png,a0061d8773ef63b8,256,256,scenes/shared/spot02_scene/spot02_room_1Tex_00DD08.png,a0061d8773af67b8,256,256,2
THE LEGEND OF ZELDA#6816C8EB#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#6816C8EB#0#2_all.png,8000f7fce8726f8d,256,256,scenes/mq/jyasinzou_scene/jyasinzou_room_0Tex_00D1D8.png,8000f7fce8726f8d,256,256,0
THE LEGEND OF ZELDA#6662FE70#2#1#E7694B6C_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#6662FE70#2#1#E7694B6C_ciByRGBA.png,db1c6163c49e318f,256,256,objects/object_gla/gGerudoPurpleEyeOpenTex.png,db1c6163c49e318f,256,256,0
THE LEGEND OF ZELDA#9BE24BF7#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#9BE24BF7#0#2_all.png,bd564e1b603875a5,128,128,objects/object_poh/object_pohTex_004510.png,bd564e1b603875a5,128,128,0
THE LEGEND OF ZELDA#92DFA67D#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#92DFA67D#4#0_all.png,929a6985656ecccd,128,128,textures/kanji/gMsgKanji8253FourTex.png,929a6985656ecccd,128,128,0
THE LEGEND OF ZELDA#4C4E9927#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4C4E9927#0#2_all.png,d02f22ba50d8f277,256,128,scenes/shared/spot04_scene/spot04_room_1Tex_0052A8.png,d02f22ba50d8f277,256,128,0
THE LEGEND OF ZELDA#B0227970#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#B0227970#4#0_all.png,d8d827e633339839,128,128,textures/nes_font_static/gMsgChar44LatinCapitalLetterDTex.png,d8d827e633339839,128,128,0
THE LEGEND OF ZELDA#8D30266D#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#8D30266D#4#0_all.png,d0d00fca3f6f3819,128,128,textures/nes_font_static/gMsgCharA8ButtonCRightTex.png,d0d00fca3f6f3819,128,128,0
THE LEGEND OF ZELDA#29123B15#2#1#1E5AE289_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#29123B15#2#1#1E5AE289_ciByRGBA.png,ce539e1423ed8356,256,512,scenes/mq/ddan_scene/ddan_room_8Tex_0071A0.png,ce539e1423ed8356,256,512,0
THE LEGEND OF ZELDA#6FF136DE#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#6FF136DE#0#2_all.png,eb37d0c0e33f8642,512,256,scenes/mq/jyasinzou_scene/jyasinzou_room_26Tex_0094C8.png,eb37d0c0e33f8642,512,256,0
THE LEGEND OF ZELDA#388C276A#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#388C276A#0#3_all.png,c4f03c0f33597366,192,192,textures/icon_item_24_static/gQuestIconGoronRubyTex.png,c4f03c0f331973e6,192,192,2
THE LEGEND OF ZELDA#67FA841C#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#67FA841C#0#2_all.png,ecb0adc8edc449b2,128,128,scenes/shared/spot02_scene/spot02_room_1Tex_010B08.png,ecb0adc8edc449b2,128,128,0
THE LEGEND OF ZELDA#1DB034F0#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#1DB034F0#0#3_all.png,d49732624fd80b76,256,256,textures/icon_item_static/gItemIconQuiver30Tex.png,d49632634fd80b76,256,256,2
THE LEGEND OF ZELDA#FD587F05#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#FD587F05#3#2_all.png,ead091c394c597c7,512,256,textures/title_static/gFileSelWindow10Tex.png,ead091c396c597c5,512,256,2
THE LEGEND OF ZELDA#F7671580#2#1#C6BEADEE_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#F7671580#2#1#C6BEADEE_ciByRGBA.png,e3b40c4b354c5b73,128,128,objects/object_gla/gGerudoPurpleNavelTex.png,e3b40c4b354c5b73,128,128,0
THE LEGEND OF ZELDA#8D06BD04#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#8D06BD04#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#7E452212#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#7E452212#3#0_all.png,836179963e9cc363,384,128,textures/do_action_static/gDecideDoActionENGTex.png,866179963e9cc363,384,128,2
THE LEGEND OF ZELDA#387BBFFD#2#1#EC9202D9_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#387BBFFD#2#1#EC9202D9_ciByRGBA.png,803f70474f4c5d9b,128,256,scenes/shared/spot04_scene/spot04_room_2Tex_0043F8.png,803f70474f4c5d9b,128,256,0
THE LEGEND OF ZELDA#DFF13212#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#DFF13212#0#2_all.png,c34e391ce207fcc6,256,256,objects/object_po_sisters/object_po_sistersTex_00BBC0.png,c34f391ce203fcc6,256,256,2
THE LEGEND OF ZELDA#3FAAA6FA#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#3FAAA6FA#4#0_all.png,ce6732889d737226,256,256,objects/gameplay_keep/gEffSpark2Tex.png,ce6732988d737226,256,256,2
THE LEGEND OF ZELDA#3D83FFAB#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#3D83FFAB#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#59901098#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#59901098#0#2_all.png,a51e5e6969a53496,128,256,objects/object_link_boy/gLinkAdultHookshotChainTex.png,a51e5e6969a53496,128,256,0
THE LEGEND OF ZELDA#2316A8A1#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#2316A8A1#3#0_all.png,94b63f49c94b843b,1024,128,textures/item_name_static/gFireArrowItemNameENGTex.png,94b63f49c94b843b,1024,128,0
THE LEGEND OF ZELDA#413439E5#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#413439E5#3#0_all.png,c291398ece6f8665,1024,128,textures/map_name_static/gHyruleFieldPointNameENGTex.png,c291398ece6f8665,1024,128,0
THE LEGEND OF ZELDA#2AFD3BB8#3#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#2AFD3BB8#3#2_all.png,d18985263f7e7c60,256,512,objects/gameplay_field_keep/gGrottoTex.png,d19185263f7e7c60,256,512,2
THE LEGEND OF ZELDA#D5B06915#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#D5B06915#3#1_all.png,c5587aa7940ca77a,1152,128,textures/title_static/gFileSelControlsFRATex.png,c5587aa7940ca77a,1152,128,0
THE LEGEND OF ZELDA#37525F45#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#37525F45#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#330FFDFC#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#330FFDFC#3#1_all.png,c0c60f0f3d3f6664,128,128,textures/parameter_static/gOcarinaBtnIconCLeftTex.png,c0c60f0f3d3f6664,128,128,0
THE LEGEND OF ZELDA#4C76BF25#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#4C76BF25#4#0_all.png,b5b092b8b9952cce,512,512,scenes/mq/Bmori1_scene/Bmori1_room_0Tex_0064F8.png,b5b092b8b9952cce,512,512,0
THE LEGEND OF ZELDA#D21006BB#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#D21006BB#0#3_all.png,c6873d68b11796e4,256,256,textures/icon_item_static/gItemIconDekuSeedsTex.png,c68e3d68b11796e4,256,256,2
THE LEGEND OF ZELDA#304FBB42#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#304FBB42#0#2_all.png,ad50506e724776ab,32,64,objects/object_ganon2/gGanonHairTex.png,ad50506e724776ab,32,64,0
THE LEGEND OF ZELDA#11F261A2#2#1#7BDB8930_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#11F261A2#2#1#7BDB8930_ciByRGBA.png,eac0952dcaf02dcb,256,256,objects/object_kz/gKzEyeClosedTex.png,eac0952dcaf02dcb,256,256,0
THE LEGEND OF ZELDA#49DC3F67#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#49DC3F67#3#1_all.png,ffff0003ff00f801,640,256,textures/icon_item_static/gPauseSave02Tex.png,ffff0003ff00f801,640,256,0
THE LEGEND OF ZELDA#3F88157F#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#3F88157F#0#3_all.png,d49537f660863ce1,256,256,textures/icon_item_static/gItemIconLongshotTex.png,d49537f660863ce1,256,256,0
THE LEGEND OF ZELDA#A5D550C9#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#A5D550C9#4#0_all.png,ab8b4a8e62ae2e96,256,1024,objects/gameplay_keep/gDecorativeFlameMaskTex.png,ab8b4a8e62ae2e96,256,1024,0
THE LEGEND OF ZELDA#F665DFEF#4#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#F665DFEF#4#1_all.png,f2626b6b6a4a1999,128,512,scenes/shared/yousei_izumi_yoko_scene/yousei_izumi_yoko_sceneTex_009DA0.png,f2626b6b6a4a1999,128,512,0
THE LEGEND OF ZELDA#F2D7BCB4#2#1#9C3CBFEE_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#F2D7BCB4#2#1#9C3CBFEE_ciByRGBA.png,ab7e1d0b560a6ae2,256,512,scenes/shared/spot18_scene/spot18_room_3Tex_011448.png,ab7e1d0b560a6ae2,256,512,0
THE LEGEND OF ZELDA#7F1CA357#0#3_all.png,/wip/glideout/THE LEGEND OF ZELDA#7F1CA357#0#3_all.png,d2923bb4c4e2714f,256,256,textures/icon_item_static/gItemIconEyeDropsTex.png,d2923bb4c4e6714d,256,256,2
THE LEGEND OF ZELDA#1DF8F5F3#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#1DF8F5F3#3#1_all.png,b2b2b2694d565656,640,256,textures/icon_item_static/gPauseSelectItem11Tex.png,b2b2b2694d565656,640,256,0
THE LEGEND OF ZELDA#4A68E776#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4A68E776#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#022E958A#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#022E958A#3#1_all.png,94cb6f30686e33c9,128,128,textures/title_static/gFileSelWaterMedallionTex.png,94cb6f30686e33c9,128,128,0
THE LEGEND OF ZELDA#B3404133#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#B3404133#0#2_all.png,c19f3f6061434edc,256,128,scenes/shared/syatekijyou_scene/syatekijyou_sceneTex_002140.png,c09f3f6061435edc,256,128,2
THE LEGEND OF ZELDA#83CE45F2#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#83CE45F2#0#2_all.png,bcc2c13d4ec0356f,256,256,objects/object_ru2/gAdultRutoEyeClosedTex.png,bcc2c13d4ec0356f,256,256,0
THE LEGEND OF ZELDA#48DF0E7A#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#48DF0E7A#0#2_all.png,8cb46ccb1f3333e0,128,128,objects/object_dog/gDogPawTex.png,8cb46ccb1f3333e0,128,128,0
THE LEGEND OF ZELDA#AADFB6FF#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#AADFB6FF#3#1_all.png,c47b3b96a50da34a,768,128,textures/icon_item_nes_static/gPauseDodongoTitleENGTex.png,c47b3b96a50da34a,768,128,0
THE LEGEND OF ZELDA#B50DD008#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#B50DD008#3#1_all.png,a557ca2b6d652466,256,128,objects/object_link_boy/gLinkAdultMirrorShieldUpperDesignTex.png,a557ca2b6d652466,256,128,0
THE LEGEND OF ZELDA#E77125D7#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#E77125D7#0#2_all.png,a77b98ac30b09bc3,256,256,objects/gameplay_dangeon_keep/gEyeSwitchGoldOpeningTex.png,a77b98ac30b09bc3,256,256,0
THE LEGEND OF ZELDA#6975C45B#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#6975C45B#3#0_all.png,9e6565993896cd64,384,128,textures/do_action_static/gSaveDoActionENGTex.png,9e6565993896cd64,384,128,0
THE LEGEND OF ZELDA#635FCF11#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#635FCF11#4#0_all.png,ccc6424239b9fbcc,512,512,objects/object_siofuki/object_siofuki_Tex_000000.png,ccc6424239b9fbcc,512,512,0
THE LEGEND OF ZELDA#C99FDCDE#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C99FDCDE#0#2_all.png,97d66339d04bb44c,64,128,objects/object_bv/object_bvTex_0052A0.png,97d66339d04bb44c,64,128,0
THE LEGEND OF ZELDA#B7EADC43#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#B7EADC43#0#2_all.png,8f56f0c98d3a8a3a,256,256,scenes/shared/souko_scene/souko_sceneTex_005410.png,8f56f0c98d3a8a3a,256,256,0
THE LEGEND OF ZELDA#20673C09#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#20673C09#3#1_all.png,a929d6a52bd7182b,640,256,textures/icon_item_static/gPauseSave24Tex.png,a929d6a52bd7182b,640,256,0
THE LEGEND OF ZELDA#95F1A3DD#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#95F1A3DD#4#0_all.png,c5912b567c5a71c9,192,192,textures/icon_item_static/gPausePromptCursorTex.png,c5912b567c5a71c9,192,192,0
THE LEGEND OF ZELDA#B3B26E96#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#B3B26E96#0#2_all.png,c4c04bd678fdc1aa,512,256,scenes/shared/spot09_scene/spot09_sceneTex_007160.png,c4c04bd678fdc1aa,512,256,0
THE LEGEND OF ZELDA#4D67E93D#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#4D67E93D#0#2_all.png,aff2d00d52d22f4c,128,64,scenes/shared/hakasitarelay_scene/hakasitarelay_room_6Tex_0041A8.png,aff2f00d50f20f0e,128,64,6
THE LEGEND OF ZELDA#EBFA4C34#2#1#F3A8C9C4_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#EBFA4C34#2#1#F3A8C9C4_ciByRGBA.png,bcea8cec0945d595,256,512,scenes/mq/ydan_scene/ydan_room_1Tex_002798.png,bcea8cec0945d595,256,512,0
THE LEGEND OF ZELDA#D15FF037#2#1#12E02F2D_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#D15FF037#2#1#12E02F2D_ciByRGBA.png,c1caec701ab59d66,256,256,scenes/mq/ydan_scene/ydan_room_5Tex_007388.png,c1caec701ab59d66,256,256,0
THE LEGEND OF ZELDA#E114369E#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#E114369E#4#0_all.png,b84bbcb44b269966,384,340,textures/map_i_static/gWaterTempleRoom17Floor2MinimapTex.png,b84bbcb44b269966,384,340,0
THE LEGEND OF ZELDA#D676BB10#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#D676BB10#0#2_all.png,ab8d41525ebca5a5,128,128,objects/object_bdan_objects/gJabuObjectsTex_0B510.png,ab8d41525ebca5a5,128,128,0
THE LEGEND OF ZELDA#C5A36DC6#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#C5A36DC6#0#2_all.png,dcb491697a05eaa5,256,64,scenes/shared/spot00_scene/spot00_sceneTex_023018.png,dcb491697a05eaa5,256,64,0
THE LEGEND OF ZELDA#2734A74E#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#2734A74E#3#0_all.png,cdc632999931d966,1024,128,textures/item_name_static/gBombItemNameENGTex.png,cdc632999931d966,1024,128,0
THE LEGEND OF ZELDA#5CFEC17F#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#5CFEC17F#0#2_all.png,b946d0199e3447f9,128,64,objects/object_zl1/gChildZelda1HairTex.png,b946d0199e3447f9,128,64,0
THE LEGEND OF ZELDA#2EF25F1C#2#1#D3AB3C8A_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#2EF25F1C#2#1#D3AB3C8A_ciByRGBA.png,bf953c1af05ac268,256,256,objects/object_kw1/gKw1EyeClosedTex.png,bf953c1af05ac268,256,256,0
THE LEGEND OF ZELDA#6CD3F23B#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#6CD3F23B#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#458A2AD9#2#1#7C8D0B61_ciByRGBA.png,/wip/glideout/THE LEGEND OF ZELDA#458A2AD9#2#1#7C8D0B61_ciByRGBA.png,e3c35bc7a13c250d,256,512,scenes/mq/ydan_scene/ydan_room_7Tex_005898.png,e3c35bc7a13c250d,256,512,0
THE LEGEND OF ZELDA#B284E758#3#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#B284E758#3#0_all.png,91397b1627ce1e85,512,576,textures/map_grand_static/gGoronCityMinimapTex.png,91397b1627ce1e85,512,576,0
THE LEGEND OF ZELDA#2364FE2B#4#0_all.png,/wip/glideout/THE LEGEND OF ZELDA#2364FE2B#4#0_all.png,83d84c7772d84cf1,128,256,scenes/shared/spot00_scene/spot00_sceneTex_027998.png,83d84c7772d84cf1,128,256,0
THE LEGEND OF ZELDA#7E96194C#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#7E96194C#0#2_all.png,918466dae570b53e,256,512,scenes/mq/ddan_scene/ddan_room_16Tex_002158.png,918466dae570b53e,256,512,0
THE LEGEND OF ZELDA#D629CF2F#3#1_all.png,/wip/glideout/THE LEGEND OF ZELDA#D629CF2F#3#1_all.png,99996666339999cc,640,256,textures/map_name_static/gQuestionMarkPositionNameGERTex.png,99996666339999cc,640,256,0
THE LEGEND OF ZELDA#288F8830#0#2_all.png,/wip/glideout/THE LEGEND OF ZELDA#288F8830#0#2_all.png,85e269078099f67f,256,256,scenes/shared/spot02_scene/spot02_room_1Tex_016D88.png,85e269078099f67f,256,256,0
